"Hi! I stopped into Allison's OH today with this question and was told to post on Piazza. For question 6, I am looping through each winning movie title and trying to go to that movie's individual page in order to find box office sales. When encountering a URL with an apostrophe, something happens where the method is changing the URL to one that does not exist and thus the program cannot navigate to the correct URL.

For example:

Document newFilmDoc = Jsoup.connect(""https://en.wikipedia.org/wiki/You_Can%27t_Take_It_with_You_(film)"").get();

gives the error:

Exception in thread ""main"" org.jsoup.HttpStatusException: HTTP error fetching URL. Status=400, URL=https://en.wikipedia.org/wiki/You_Can%2527t_Take_It_with_You_(film)

This happens with any movie with an apostrophe - the ""%27"" in place of the apostrophe gets changed into ""%2527"" and thus the URL cannot be found. I am not sure why this is happening or what to do other than to hardcode to account for this situation. 

Thanks!","Hi! I stopped into Allison's OH today with this question and was told to post on Piazza. For question 6, I am looping through each winning movie title and trying to go to that movie's individual page in order to find box office sales. When encountering a URL with an apostrophe, something happens where the method is changing the URL to one that does not exist and thus the program cannot navigate to the correct URL.

For example:

Document newFilmDoc = Jsoup.connect(""https://en.wikipedia.org/wiki/You_Can%27t_Take_It_with_You_(film)"").get();

gives the error:

Exception in thread ""main"" org.jsoup.HttpStatusException: HTTP error fetching URL. Status=400, URL=https://en.wikipedia.org/wiki/You_Can%2527t_Take_It_with_You_(film)

This happens with any movie with an apostrophe - the ""%27"" in place of the apostrophe gets changed into ""%2527"" and thus the URL cannot be found. I am not sure why this is happening or what to do other than to hardcode to account for this situation. 

Thanks!"
"I'm trying to filter the box office sales of each winning film and I'm getting stuck on how to parse a box office sales value (String) in the following forms: {All Quiet on the Western Front=1.5 million  3,000,000} and               {Marty=2,000,000  1,500,000}. 

Does anyone know how to handle these cases? 



","Some of the movies (namely two, Avatar and Titanic), have sales larger than 2147483647 ($$2^{31} - 1$$. When storing sales in an integer, however, no number greater than this can be stored, and the same goes for doubles. I encountered the same problem for longs as well.

How could I go about solving this?"
"I can get the correct absolute URLs from the best picture page, but something seems to be going wrong when I try to access pages with HTML % symbol encodings with JSoup. For example, I know I pass in the correct url
https://en.wikipedia.org/wiki/The_King%27s_Speech
from print statements (where the %27 encodes an apostrophe), but then when I try to connect, I get some errors like 
org.jsoup.HttpStatusException: HTTP error fetching URL. Status=400, URL=https://en.wikipedia.org/wiki/The_King%2527s_Speech
where the % is being replaced by its own encoding %25. Any idea how to fix this?","I can get the correct absolute URLs from the best picture page, but something seems to be going wrong when I try to access pages with HTML % symbol encodings with JSoup. For example, I know I pass in the correct url
https://en.wikipedia.org/wiki/The_King%27s_Speech
from print statements (where the %27 encodes an apostrophe), but then when I try to connect, I get some errors like 
org.jsoup.HttpStatusException: HTTP error fetching URL. Status=400, URL=https://en.wikipedia.org/wiki/The_King%2527s_Speech
where the % is being replaced by its own encoding %25. Any idea how to fix this?","I have a hashmap called awards that maps films to their wikipedia urls. Now, when I get the value of the url directly from the hashmap, I get the correct url. But when I input literally the same string into Jsoup using Jsoup.connect(url).get() it seems to be reading in a different url. Here are screenshots to clarify: This piece of code: 
Gives me this error: 
As you can see, the url that is printed out is different from the url in the error message, even though clearly the same url is put into the function. "
"On the portal page, a lot of the links are hrefs relative to the main wikipedia homepage. Is it ok if we hardcode the wikipedia homepage and concatenate the relative link that we scrape dynamically? Or what did you intend for us to do instead of this? Thanks!","Hello! In the first problem, I used a method similar to the one in the recitation of looping through urls, and then connecting to such a new link. It works! However, in problem 2, the url remains unchanged --- *does anyone know if there is a difference between the Best Original Screenplay and the Best Animated Feature link? I can't find one when comparing HTML code. I really appreciate it!

String url = """";Document doc = Jsoup.connect(baseURL).get();urls = doc.select(""[href]""); // relative href:String absHref = """";for (Element e : urls) {	absHref = e.attr(""abs:href""); // absolute href:: ""/next""	if ((absHref.contains(""Best_Original_Screenplay""))) {		url = absHref;	}}System.out.println(""the url="" + url);doc = Jsoup.connect(url).get();
","I have a hashmap called awards that maps films to their wikipedia urls. Now, when I get the value of the url directly from the hashmap, I get the correct url. But when I input literally the same string into Jsoup using Jsoup.connect(url).get() it seems to be reading in a different url. Here are screenshots to clarify: This piece of code: 
Gives me this error: 
As you can see, the url that is printed out is different from the url in the error message, even though clearly the same url is put into the function. "
"getting this error when i try to run my program and not sure how to fix it:

 
javax.net.ssl.SSLException: java.lang.RuntimeException: Could not generate DH keypair

Caused by: java.security.InvalidAlgorithmParameterException: Prime size must be multiple of 64, and can only range from 512 to 1024 (inclusive)
","When I try to run the recitation code, the following error shows up 
javax.net.ssl.SSLHandshakeException: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target

I'm not sure what the problem is here and how to avoid that while running my own code? "
Is it okay if the code for our  wild card question is similar to the code of another question?,Is it okay if the code for our  wild card question is similar to the code of another question?
"I'm having issues parsing tables on wikipedia. The rows and columns are inconsistent.
For example, in question 1 we have to get the studio with the highest number of nominations, but if you try to parse this table there are blocks of numbers that encompass multiple studios so it's not possible to parse row by row. Any suggestions?","For Q7 - can we assume the award argument provided will only be one that has an article that lists winners by age? Otherwise, we would have to go to each individual's Wikipedia page and start scraping for age?

For Q8 - what are the guidelines for defining this question? Should it take at least one argument like questions 2-7, or can it be something straightforward like Q1? What about for the extra credit wildcard question?

Thanks!"
"For stuff that is not italicized can we start directly on the wikipedia link to that page? Do we instead have to start at the Portal link given for every question? For example, for #1, can we start on the Best Animated Feature film wiki page, or do we have to start on the Wikipedia Portal Academy Awards page and get to there?","Can we assume that we're only looking for awards that are titled exactly as the user inputs it as? For example, for number 6, if the user inputs Best Picture, can we assume that we're only looking at awards called Best Picture? Because some of the older award ceremonies called the same award ""Best Motion Picture"" instead. "
"Does it matter what we assume the user's input to be? Right now I have it so that the user actually types ""ADD 3 2""--should I change it so that the user answers certain prompts instead?","Can we assume that the user will only put in valid inputs as in for #2, the user will input a movie which was nominated or won Best Original Screenplay and not garbage?"
"So the academy awards are not celebrated on the year a film ""won the price"". For instance, the winners of the 1927 awards received the price until May 16, 1929, which is when the ceremony took place.
When looking at how old the actors were, do we compare it with the actual date the ceremony took place (the more realistic approach)? Or we assume that all ceremonies happened on January 1st and calculate the age from that date?","The year the ceremony took place is 1 + the year listed in the portal. For example, the 53rd Academy Award took place in 1981, but is listed as 1980 on the portal. For the purposes of q7, I used the year when the ceremony took place to calculate the ages of the award winners, since it made the most sense. However, for q3, when you say 1980s are you referring to the decade in which the awards took place or how they're listed on the portal? "
"Are we restricted to only following links within the Academy Awards portal or can we use other Wikipedia pages? More specifically, for question 6 I would like to use the list of top grossing movies and cross reference that with the list of best picture winners to find which one has the highest gross sales. Is this acceptable?","Are we restricted to only following links within the Academy Awards portal or can we use other Wikipedia pages? More specifically, for question 6 I would like to use the list of top grossing movies and cross reference that with the list of best picture winners to find which one has the highest gross sales. Is this acceptable?"
